cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator,gov_level_sort_order,mode_sort_order,user_other_grp
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2018,7000000,Pipeline,6798427,Actual,102.965,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2019,9000000,Pipeline,8596399,Actual,104.695,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2020,8000000,Pipeline,7613827,Actual,105.072,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2021,8000000,Pipeline,7386479,Actual,108.306,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2022,11000000,Pipeline,9658697,Actual,113.887,0,5,-
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2010,0,Pipeline,0,Actual,89.756,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2011,18707734,Pipeline,20292365,Actual,92.191,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2012,18585071,Pipeline,19995988,Actual,92.944,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2013,7016450,Pipeline,7436304,Actual,94.354,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2014,22573000,Pipeline,23465389,Actual,96.197,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2015,18573000,Pipeline,19139727,Actual,97.039,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2016,22573000,Pipeline,23034614,Actual,97.996,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2017,23500000,Pipeline,23500000,Actual,100,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2018,20123000,Pipeline,19543534,Actual,102.965,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2019,23288000,Pipeline,22243660,Actual,104.695,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2020,22546871,Pipeline,21458496,Actual,105.072,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2021,23453129,Pipeline,21654506,Actual,108.306,0,5,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Trust funded transfer to PHMSA,2022,34000000,Pipeline,29854154,Actual,113.887,0,5,User-Based
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2010,18000000,Pipeline,20054370,Actual,89.756,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2011,12000000,Pipeline,13016455,Actual,92.191,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2012,15000000,Pipeline,16138750,Actual,92.944,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2013,14000000,Pipeline,14837739,Actual,94.354,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2014,12000000,Pipeline,12474401,Actual,96.197,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2015,18000000,Pipeline,18549243,Actual,97.039,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2016,10000000,Pipeline,10204498,Actual,97.996,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2017,7000000,Pipeline,7000000,Actual,100,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2018,13000000,Pipeline,12625649,Actual,102.965,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2019,23000000,Pipeline,21968575,Actual,104.695,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2020,9000000,Pipeline,8565555,Actual,105.072,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2021,18000000,Pipeline,16619578,Actual,108.306,0,5,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Trust funded portion of PHMSA operations,2022,22000000,Pipeline,19317394,Actual,113.887,0,5,-
Transfer,-,-,Total,-,Total,-,2010,64431055296,Total,71784677678,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2011,60899669784,Total,66058150778,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2012,62047188331,Total,66757604935,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2013,60675370501,Total,64306092482,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2014,60855815956,Total,63261656762,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2015,59307698579,Total,61117384329,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2016,61606863222,Total,62866712133,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2017,63881737791,Total,63881737791,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2018,65631461738,Total,63741525507,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2019,68741288456,Total,65658616415,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2020,88422488449,Total,84154188032,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2021,91793754650,Total,84754080706,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2022,100406497166,Total,88163264610,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2010,40746282403,Total,45396722674,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2011,43407061317,Total,47083838245,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2012,49745359415,Total,53521861998,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2013,51241753672,Total,54307982356,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2014,52180685422,Total,54243568326,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2015,51577414027,Total,53151221702,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2016,50959039059,Total,52001141943,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2017,54061897008,Total,54061897008,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2018,55857904001,Total,54249409023,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2019,57049168020,Total,54490823840,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2020,62813821698,Total,59781694170,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2021,54863590238,Total,50656094988,Actual,,9999,9999,-
Transfer,-,-,Trust Fund,-,Total,-,2022,54781824728,Total,48101912183,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2010,23684772893,Total,26387955004,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2011,17492608467,Total,18974312533,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2012,12301828915,Total,13235742937,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2013,9433616829,Total,9998110126,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2014,8675130534,Total,9018088437,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2015,7730284552,Total,7966162627,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2016,10647824164,Total,10865570190,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2017,9819840782,Total,9819840782,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2018,9773557738,Total,9492116484,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2019,11692120436,Total,11167792575,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2020,25608666750,Total,24372493862,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2021,36930164412,Total,34097985718,Actual,,9999,9999,-
Transfer,-,-,Non-Trust Fund,-,Total,-,2022,45624672438,Total,40061352427,Actual,,9999,9999,-
Transfer,-,-,Total,-,Total,-,2010,3882000000,Air,4325059049,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2011,3259000000,Air,3535052229,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2012,3143868609,Air,3382540679,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2013,3653396193,Air,3872009870,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2014,3259375154,Air,3388229523,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2015,3141192731,Air,3237041531,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2016,3127585803,Air,3191544352,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2017,3291806198,Air,3291806198,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2018,4036000000,Air,3919778566,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2019,3803000000,Air,3632456182,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2020,6896894124,Air,6563969587,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2021,8663000000,Air,7998633501,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2022,8320000000,Air,7305487018,Actual,,9999,2,-
Transfer,-,-,Total,-,Total,-,2010,45006155296,Highways,50142781871,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2011,43445169784,Highways,47125174674,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2012,44354819722,Highways,47722090422,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2013,43264974308,Highways,45853884634,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2014,42959440802,Highways,44657776024,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2015,42024105848,Highways,43306408607,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2016,42566777419,Highways,43437260112,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2017,44248431593,Highways,44248431593,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2018,46781561738,Highways,45434430863,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2019,49682388456,Highways,47454404179,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2020,53072594325,Highways,50510692025,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2021,53991754650,Highways,49851120575,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2022,55365797166,Highways,48614676975,Actual,,9999,0,-
Transfer,-,-,Total,-,Total,-,2010,2445900000,Railroads,2725054592,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2011,2256500000,Railroads,2447635886,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2012,2307500000,Railroads,2482677741,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2013,2087000000,Railroads,2211882909,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2014,2346000000,Railroads,2438745491,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2015,2208400000,Railroads,2275786024,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2016,3473500000,Railroads,3544532430,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2017,4062500000,Railroads,4062500000,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2018,2042900000,Railroads,1984072258,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2019,1987900000,Railroads,1898753522,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2020,3064000000,Railroads,2916095630,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2021,4760000000,Railroads,4394955035,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2022,2452700000,Railroads,2153625963,Actual,,9999,4,-
Transfer,-,-,Total,-,Total,-,2010,12939000000,Transit,14415749365,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2011,11783000000,Transit,12781074074,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2012,12098000000,Transit,13016440007,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2013,11506000000,Transit,12194501558,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2014,12135000000,Transit,12614738505,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2015,11784000000,Transit,12143571141,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2016,12271000000,Transit,12521939671,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2017,12124000000,Transit,12124000000,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2018,12608000000,Transit,12244937600,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2019,13109000000,Transit,12521132814,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2020,25220000000,Transit,24002588701,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2021,24220000000,Transit,22362565324,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2022,34032000000,Transit,29882251706,Actual,,9999,1,-
Transfer,-,-,Total,-,Total,-,2010,128000000,Water,142608851,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2011,121000000,Water,131249254,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2012,113000000,Water,121578585,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2013,126000000,Water,133539649,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2014,108000000,Water,112269613,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2015,100000000,Water,103051350,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2016,108000000,Water,110208580,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2017,106000000,Water,106000000,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2018,116000000,Water,112659642,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2019,104000000,Water,99336167,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2020,105000000,Water,99931476,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2021,95000000,Water,87714439,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2022,166000000,Water,145758515,Actual,,9999,3,-
Transfer,-,-,Total,-,Total,-,2010,30000000,Pipeline,33423949,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2011,35000000,Pipeline,37964660,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2012,30000000,Pipeline,32277500,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2013,38000000,Pipeline,40273862,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2014,48000000,Pipeline,49897606,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2015,50000000,Pipeline,51525675,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2016,60000000,Pipeline,61226989,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2017,49000000,Pipeline,49000000,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2018,47000000,Pipeline,45646579,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2019,55000000,Pipeline,52533550,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2020,64000000,Pipeline,60910614,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2021,64000000,Pipeline,59091832,Actual,,9999,5,-
Transfer,-,-,Total,-,Total,-,2022,70000000,Pipeline,61464434,Actual,,9999,5,-
Revenue,Own-Source,Total,Total,-,Total,-,2010,165361249422,Total,188705279360,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2011,172947993717,Total,189319073558,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2012,183768094923,Total,194610615239,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2013,178120327834,Total,184582985089,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2014,191875849686,Total,196087115810,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2015,208314269570,Total,214264420333,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2016,208677591687,Total,214440391803,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2017,216363283938,Total,216363283938,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2018,220444979980,Total,211350981541,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2019,237501585584,Total,224134196785,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2020,205608431399,Total,193219224323,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2021,197785855031,Total,172088915910,Actual,,9999,9999,Total
Revenue,Own-Source,Total,Total,-,Total,-,2022,228388120384,Total,182072091326,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2010,152025646346,Total,172956566994,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2011,133255389695,Total,145843222003,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2012,129043905130,Total,136939919717,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2013,148726602540,Total,154492306532,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2014,167775807830,Total,171806252736,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2015,128831372031,Total,132592255732,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2016,203741488949,Total,209090178989,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2017,130980660070,Total,130980660070,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2018,146509200643,Total,140468372795,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2019,158584225844,Total,149663378918,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2020,173861014742,Total,163394426281,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2021,219375101746,Total,192365990034,Actual,,9999,9999,Total
Revenue,Supporting,Total,Total,-,Total,-,2022,329813676978,Total,268484726576,Actual,,9999,9999,Total
Expenditure,-,-,Total,Total,Total,-,2010,41551556393,Air,47138856431,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2011,41876000725,Air,45730829360,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2012,42437376350,Air,45102510665,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2013,42097557259,Air,43848794079,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2014,43277418654,Air,44400315207,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2015,44676935320,Air,45977540675,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2016,45793356678,Air,46994333082,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2017,49012102802,Air,49012102802,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2018,51717977680,Air,49687848655,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2019,57931897414,Air,54778944853,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2020,59142319028,Air,55693324009,Actual,,9999,2,-
Expenditure,-,-,Total,Total,Total,-,2021,62271589298,Air,54709026833,Actual,,9999,2,-
